candidate,party,votes,percentage,year,region,region_clean,category,source,search_text
J. A. Kuffour,NPP,68238,32.23,2004,Upper West Region,Upper West Region,NPP,Ghana_Election_Result.csv,"In 2004, J. A. Kuffour of NPP received 68238 votes, representing 32.23%, in Upper West Region region. The record category is NPP."
J. A. Mills,NDC,119982,56.67,2004,Upper West Region,Upper West Region,NDC,Ghana_Election_Result.csv,"In 2004, J. A. Mills of NDC received 119982 votes, representing 56.67%, in Upper West Region region. The record category is NDC."
George Aggudey,CPP,3209,1.52,2004,Upper West Region,Upper West Region,Others,Ghana_Election_Result.csv,"In 2004, George Aggudey of CPP received 3209 votes, representing 1.52%, in Upper West Region region. The record category is Others."
Edward Mahama,PNC,20306,9.59,2004,Upper West Region,Upper West Region,Others,Ghana_Election_Result.csv,"In 2004, Edward Mahama of PNC received 20306 votes, representing 9.59%, in Upper West Region region. The record category is Others."
J. A. Kuffour,NPP,100659,14.26,2004,Volta Region,Volta Region,NPP,Ghana_Election_Result.csv,"In 2004, J. A. Kuffour of NPP received 100659 votes, representing 14.26%, in Volta Region region. The record category is NPP."
J. A. Mills,NDC,591696,83.83,2004,Volta Region,Volta Region,NDC,Ghana_Election_Result.csv,"In 2004, J. A. Mills of NDC received 591696 votes, representing 83.83%, in Volta Region region. The record category is NDC."
George Aggudey,CPP,7021,0.99,2004,Volta Region,Volta Region,Others,Ghana_Election_Result.csv,"In 2004, George Aggudey of CPP received 7021 votes, representing 0.99%, in Volta Region region. The record category is Others."
Edward Mahama,PNC,6451,0.91,2004,Volta Region,Volta Region,Others,Ghana_Election_Result.csv,"In 2004, Edward Mahama of PNC received 6451 votes, representing 0.91%, in Volta Region region. The record category is Others."
J. A. Kuffour,NPP,487528,56.78,2004,Western Region,Western Region,NPP,Ghana_Election_Result.csv,"In 2004, J. A. Kuffour of NPP received 487528 votes, representing 56.78%, in Western Region region. The record category is NPP."
J. A. Mills,NDC,348987,40.65,2004,Western Region,Western Region,NDC,Ghana_Election_Result.csv,"In 2004, J. A. Mills of NDC received 348987 votes, representing 40.65%, in Western Region region. The record category is NDC."
George Aggudey,CPP,14768,1.72,2004,Western Region,Western Region,Others,Ghana_Election_Result.csv,"In 2004, George Aggudey of CPP received 14768 votes, representing 1.72%, in Western Region region. The record category is Others."
Edward Mahama,PNC,7318,0.85,2004,Western Region,Western Region,Others,Ghana_Election_Result.csv,"In 2004, Edward Mahama of PNC received 7318 votes, representing 0.85%, in Western Region region. The record category is Others."
J. A. Kuffour,NPP,1997256,77.51,2000,Ashanti Region,Ashanti Region,NPP,Ghana_Election_Result.csv,"In 2000, J. A. Kuffour of NPP received 1997256 votes, representing 77.51%, in Ashanti Region region. The record category is NPP."
J. A. Mills,NDC,537190,20.85,2000,Ashanti Region,Ashanti Region,NDC,Ghana_Election_Result.csv,"In 2000, J. A. Mills of NDC received 537190 votes, representing 20.85%, in Ashanti Region region. The record category is NDC."
George Hagan,CPP,5911,0.23,2000,Ashanti Region,Ashanti Region,Others,Ghana_Election_Result.csv,"In 2000, George Hagan of CPP received 5911 votes, representing 0.23%, in Ashanti Region region. The record category is Others."
Edward Mahama,PNC,16863,0.65,2000,Ashanti Region,Ashanti Region,Others,Ghana_Election_Result.csv,"In 2000, Edward Mahama of PNC received 16863 votes, representing 0.65%, in Ashanti Region region. The record category is Others."
Dan Lartey,GCPP,6722,0.26,2000,Ashanti Region,Ashanti Region,Others,Ghana_Election_Result.csv,"In 2000, Dan Lartey of GCPP received 6722 votes, representing 0.26%, in Ashanti Region region. The record category is Others."
J. A. Kuffour,NPP,649473,54.38,2000,Brong Ahafo Region,Brong Ahafo Region,NPP,Ghana_Election_Result.csv,"In 2000, J. A. Kuffour of NPP received 649473 votes, representing 54.38%, in Brong Ahafo Region region. The record category is NPP."
J. A. Mills,NDC,515765,43.18,2000,Brong Ahafo Region,Brong Ahafo Region,NDC,Ghana_Election_Result.csv,"In 2000, J. A. Mills of NDC received 515765 votes, representing 43.18%, in Brong Ahafo Region region. The record category is NDC."
George Hagan,CPP,4045,0.34,2000,Brong Ahafo Region,Brong Ahafo Region,Others,Ghana_Election_Result.csv,"In 2000, George Hagan of CPP received 4045 votes, representing 0.34%, in Brong Ahafo Region region. The record category is Others."
Edward Mahama,PNC,10447,0.87,2000,Brong Ahafo Region,Brong Ahafo Region,Others,Ghana_Election_Result.csv,"In 2000, Edward Mahama of PNC received 10447 votes, representing 0.87%, in Brong Ahafo Region region. The record category is Others."
Dan Lartey,GCPP,6334,0.53,2000,Brong Ahafo Region,Brong Ahafo Region,Others,Ghana_Election_Result.csv,"In 2000, Dan Lartey of GCPP received 6334 votes, representing 0.53%, in Brong Ahafo Region region. The record category is Others."
J. A. Kuffour,NPP,559844,55.53,2000,Central Region,Central Region,NPP,Ghana_Election_Result.csv,"In 2000, J. A. Kuffour of NPP received 559844 votes, representing 55.53%, in Central Region region. The record category is NPP."
J. A. Mills,NDC,417790,41.44,2000,Central Region,Central Region,NDC,Ghana_Election_Result.csv,"In 2000, J. A. Mills of NDC received 417790 votes, representing 41.44%, in Central Region region. The record category is NDC."
George Hagan,CPP,13116,1.3,2000,Central Region,Central Region,Others,Ghana_Election_Result.csv,"In 2000, George Hagan of CPP received 13116 votes, representing 1.3%, in Central Region region. The record category is Others."
Edward Mahama,PNC,2648,0.26,2000,Central Region,Central Region,Others,Ghana_Election_Result.csv,"In 2000, Edward Mahama of PNC received 2648 votes, representing 0.26%, in Central Region region. The record category is Others."
Dan Lartey,GCPP,6398,0.63,2000,Central Region,Central Region,Others,Ghana_Election_Result.csv,"In 2000, Dan Lartey of GCPP received 6398 votes, representing 0.63%, in Central Region region. The record category is Others."
J. A. Kuffour,NPP,856789,58.62,2000,Eastern Region,Eastern Region,NPP,Ghana_Election_Result.csv,"In 2000, J. A. Kuffour of NPP received 856789 votes, representing 58.62%, in Eastern Region region. The record category is NPP."
J. A. Mills,NDC,577317,39.5,2000,Eastern Region,Eastern Region,NDC,Ghana_Election_Result.csv,"In 2000, J. A. Mills of NDC received 577317 votes, representing 39.5%, in Eastern Region region. The record category is NDC."
George Hagan,CPP,6799,0.47,2000,Eastern Region,Eastern Region,Others,Ghana_Election_Result.csv,"In 2000, George Hagan of CPP received 6799 votes, representing 0.47%, in Eastern Region region. The record category is Others."
Edward Mahama,PNC,4525,0.31,2000,Eastern Region,Eastern Region,Others,Ghana_Election_Result.csv,"In 2000, Edward Mahama of PNC received 4525 votes, representing 0.31%, in Eastern Region region. The record category is Others."
Dan Lartey,GCPP,6841,0.47,2000,Eastern Region,Eastern Region,Others,Ghana_Election_Result.csv,"In 2000, Dan Lartey of GCPP received 6841 votes, representing 0.47%, in Eastern Region region. The record category is Others."
J. A. Kuffour,NPP,1206243,56.16,2000,Greater Accra Region,Greater Accra Region,NPP,Ghana_Election_Result.csv,"In 2000, J. A. Kuffour of NPP received 1206243 votes, representing 56.16%, in Greater Accra Region region. The record category is NPP."
J. A. Mills,NDC,888971,41.39,2000,Greater Accra Region,Greater Accra Region,NDC,Ghana_Election_Result.csv,"In 2000, J. A. Mills of NDC received 888971 votes, representing 41.39%, in Greater Accra Region region. The record category is NDC."
George Hagan,CPP,10599,0.49,2000,Greater Accra Region,Greater Accra Region,Others,Ghana_Election_Result.csv,"In 2000, George Hagan of CPP received 10599 votes, representing 0.49%, in Greater Accra Region region. The record category is Others."
Edward Mahama,PNC,16469,0.77,2000,Greater Accra Region,Greater Accra Region,Others,Ghana_Election_Result.csv,"In 2000, Edward Mahama of PNC received 16469 votes, representing 0.77%, in Greater Accra Region region. The record category is Others."
Dan Lartey,GCPP,6262,0.29,2000,Greater Accra Region,Greater Accra Region,Others,Ghana_Election_Result.csv,"In 2000, Dan Lartey of GCPP received 6262 votes, representing 0.29%, in Greater Accra Region region. The record category is Others."
J. A. Kuffour,NPP,495903,44.82,2000,Northern Region,Northern Region,NPP,Ghana_Election_Result.csv,"In 2000, J. A. Kuffour of NPP received 495903 votes, representing 44.82%, in Northern Region region. The record category is NPP."
J. A. Mills,NDC,563049,50.88,2000,Northern Region,Northern Region,NDC,Ghana_Election_Result.csv,"In 2000, J. A. Mills of NDC received 563049 votes, representing 50.88%, in Northern Region region. The record category is NDC."
George Hagan,CPP,38725,3.5,2000,Northern Region,Northern Region,Others,Ghana_Election_Result.csv,"In 2000, George Hagan of CPP received 38725 votes, representing 3.5%, in Northern Region region. The record category is Others."
Edward Mahama,PNC,45870,4.15,2000,Northern Region,Northern Region,Others,Ghana_Election_Result.csv,"In 2000, Edward Mahama of PNC received 45870 votes, representing 4.15%, in Northern Region region. The record category is Others."
Dan Lartey,GCPP,10268,0.93,2000,Northern Region,Northern Region,Others,Ghana_Election_Result.csv,"In 2000, Dan Lartey of GCPP received 10268 votes, representing 0.93%, in Northern Region region. The record category is Others."
J. A. Kuffour,NPP,177822,31.8,2000,Upper East Region,Upper East Region,NPP,Ghana_Election_Result.csv,"In 2000, J. A. Kuffour of NPP received 177822 votes, representing 31.8%, in Upper East Region region. The record category is NPP."
J. A. Mills,NDC,297133,53.14,2000,Upper East Region,Upper East Region,NDC,Ghana_Election_Result.csv,"In 2000, J. A. Mills of NDC received 297133 votes, representing 53.14%, in Upper East Region region. The record category is NDC."
George Hagan,CPP,3956,0.71,2000,Upper East Region,Upper East Region,Others,Ghana_Election_Result.csv,"In 2000, George Hagan of CPP received 3956 votes, representing 0.71%, in Upper East Region region. The record category is Others."
Edward Mahama,PNC,57430,10.27,2000,Upper East Region,Upper East Region,Others,Ghana_Election_Result.csv,"In 2000, Edward Mahama of PNC received 57430 votes, representing 10.27%, in Upper East Region region. The record category is Others."
Dan Lartey,GCPP,8124,1.45,2000,Upper East Region,Upper East Region,Others,Ghana_Election_Result.csv,"In 2000, Dan Lartey of GCPP received 8124 votes, representing 1.45%, in Upper East Region region. The record category is Others."
J. A. Kuffour,NPP,91877,26.44,2000,Upper West Region,Upper West Region,NPP,Ghana_Election_Result.csv,"In 2000, J. A. Kuffour of NPP received 91877 votes, representing 26.44%, in Upper West Region region. The record category is NPP."
J. A. Mills,NDC,215878,62.13,2000,Upper West Region,Upper West Region,NDC,Ghana_Election_Result.csv,"In 2000, J. A. Mills of NDC received 215878 votes, representing 62.13%, in Upper West Region region. The record category is NDC."
George Hagan,CPP,2336,0.67,2000,Upper West Region,Upper West Region,Others,Ghana_Election_Result.csv,"In 2000, George Hagan of CPP received 2336 votes, representing 0.67%, in Upper West Region region. The record category is Others."
Edward Mahama,PNC,27824,8.01,2000,Upper West Region,Upper West Region,Others,Ghana_Election_Result.csv,"In 2000, Edward Mahama of PNC received 27824 votes, representing 8.01%, in Upper West Region region. The record category is Others."
Dan Lartey,GCPP,3818,1.1,2000,Upper West Region,Upper West Region,Others,Ghana_Election_Result.csv,"In 2000, Dan Lartey of GCPP received 3818 votes, representing 1.1%, in Upper West Region region. The record category is Others."
J. A. Kuffour,NPP,126607,10.1,2000,Volta Region,Volta Region,NPP,Ghana_Election_Result.csv,"In 2000, J. A. Kuffour of NPP received 126607 votes, representing 10.1%, in Volta Region region. The record category is NPP."
J. A. Mills,NDC,1095333,87.4,2000,Volta Region,Volta Region,NDC,Ghana_Election_Result.csv,"In 2000, J. A. Mills of NDC received 1095333 votes, representing 87.4%, in Volta Region region. The record category is NDC."
George Hagan,CPP,7864,0.63,2000,Volta Region,Volta Region,Others,Ghana_Election_Result.csv,"In 2000, George Hagan of CPP received 7864 votes, representing 0.63%, in Volta Region region. The record category is Others."
Edward Mahama,PNC,2638,0.21,2000,Volta Region,Volta Region,Others,Ghana_Election_Result.csv,"In 2000, Edward Mahama of PNC received 2638 votes, representing 0.21%, in Volta Region region. The record category is Others."
Dan Lartey,GCPP,8043,0.64,2000,Volta Region,Volta Region,Others,Ghana_Election_Result.csv,"In 2000, Dan Lartey of GCPP received 8043 votes, representing 0.64%, in Volta Region region. The record category is Others."
J. A. Kuffour,NPP,604107,54.91,2000,Western Region,Western Region,NPP,Ghana_Election_Result.csv,"In 2000, J. A. Kuffour of NPP received 604107 votes, representing 54.91%, in Western Region region. The record category is NPP."
J. A. Mills,NDC,466478,42.4,2000,Western Region,Western Region,NDC,Ghana_Election_Result.csv,"In 2000, J. A. Mills of NDC received 466478 votes, representing 42.4%, in Western Region region. The record category is NDC."
George Hagan,CPP,16039,1.46,2000,Western Region,Western Region,Others,Ghana_Election_Result.csv,"In 2000, George Hagan of CPP received 16039 votes, representing 1.46%, in Western Region region. The record category is Others."
Edward Mahama,PNC,3403,0.31,2000,Western Region,Western Region,Others,Ghana_Election_Result.csv,"In 2000, Edward Mahama of PNC received 3403 votes, representing 0.31%, in Western Region region. The record category is Others."
Dan Lartey,GCPP,4666,0.42,2000,Western Region,Western Region,Others,Ghana_Election_Result.csv,"In 2000, Dan Lartey of GCPP received 4666 votes, representing 0.42%, in Western Region region. The record category is Others."
J. A. Kuffour,NPP,827804,65.8,1996,Ashanti Region,Ashanti Region,NPP,Ghana_Election_Result.csv,"In 1996, J. A. Kuffour of NPP received 827804 votes, representing 65.8%, in Ashanti Region region. The record category is NPP."
J. J. Rawlings,NDC,412474,32.79,1996,Ashanti Region,Ashanti Region,NDC,Ghana_Election_Result.csv,"In 1996, J. J. Rawlings of NDC received 412474 votes, representing 32.79%, in Ashanti Region region. The record category is NDC."
Edward Mahama,PNC,17736,1.41,1996,Ashanti Region,Ashanti Region,Others,Ghana_Election_Result.csv,"In 1996, Edward Mahama of PNC received 17736 votes, representing 1.41%, in Ashanti Region region. The record category is Others."
J. A. Kuffour,NPP,230457,35.98,1996,Brong Ahafo Region,Brong Ahafo Region,NPP,Ghana_Election_Result.csv,"In 1996, J. A. Kuffour of NPP received 230457 votes, representing 35.98%, in Brong Ahafo Region region. The record category is NPP."
J. J. Rawlings,NDC,395381,61.73,1996,Brong Ahafo Region,Brong Ahafo Region,NDC,Ghana_Election_Result.csv,"In 1996, J. J. Rawlings of NDC received 395381 votes, representing 61.73%, in Brong Ahafo Region region. The record category is NDC."
Edward Mahama,PNC,14635,2.29,1996,Brong Ahafo Region,Brong Ahafo Region,Others,Ghana_Election_Result.csv,"In 1996, Edward Mahama of PNC received 14635 votes, representing 2.29%, in Brong Ahafo Region region. The record category is Others."
J. A. Kuffour,NPP,259555,43.32,1996,Central Region,Central Region,NPP,Ghana_Election_Result.csv,"In 1996, J. A. Kuffour of NPP received 259555 votes, representing 43.32%, in Central Region region. The record category is NPP."
J. J. Rawlings,NDC,330841,55.22,1996,Central Region,Central Region,NDC,Ghana_Election_Result.csv,"In 1996, J. J. Rawlings of NDC received 330841 votes, representing 55.22%, in Central Region region. The record category is NDC."
Edward Mahama,PNC,8715,1.45,1996,Central Region,Central Region,Others,Ghana_Election_Result.csv,"In 1996, Edward Mahama of PNC received 8715 votes, representing 1.45%, in Central Region region. The record category is Others."
J. A. Kuffour,NPP,384597,45.04,1996,Eastern Region,Eastern Region,NPP,Ghana_Election_Result.csv,"In 1996, J. A. Kuffour of NPP received 384597 votes, representing 45.04%, in Eastern Region region. The record category is NPP."
J. J. Rawlings,NDC,459092,53.76,1996,Eastern Region,Eastern Region,NDC,Ghana_Election_Result.csv,"In 1996, J. J. Rawlings of NDC received 459092 votes, representing 53.76%, in Eastern Region region. The record category is NDC."
Edward Mahama,PNC,10251,1.2,1996,Eastern Region,Eastern Region,Others,Ghana_Election_Result.csv,"In 1996, Edward Mahama of PNC received 10251 votes, representing 1.2%, in Eastern Region region. The record category is Others."
J. A. Kuffour,NPP,528484,43.32,1996,Greater Accra Region,Greater Accra Region,NPP,Ghana_Election_Result.csv,"In 1996, J. A. Kuffour of NPP received 528484 votes, representing 43.32%, in Greater Accra Region region. The record category is NPP."
J. J. Rawlings,NDC,658626,53.99,1996,Greater Accra Region,Greater Accra Region,NDC,Ghana_Election_Result.csv,"In 1996, J. J. Rawlings of NDC received 658626 votes, representing 53.99%, in Greater Accra Region region. The record category is NDC."
Edward Mahama,PNC,32723,2.68,1996,Greater Accra Region,Greater Accra Region,Others,Ghana_Election_Result.csv,"In 1996, Edward Mahama of PNC received 32723 votes, representing 2.68%, in Greater Accra Region region. The record category is Others."
J. A. Kuffour,NPP,199801,33.01,1996,Northern Region,Northern Region,NPP,Ghana_Election_Result.csv,"In 1996, J. A. Kuffour of NPP received 199801 votes, representing 33.01%, in Northern Region region. The record category is NPP."
J. J. Rawlings,NDC,370030,61.13,1996,Northern Region,Northern Region,NDC,Ghana_Election_Result.csv,"In 1996, J. J. Rawlings of NDC received 370030 votes, representing 61.13%, in Northern Region region. The record category is NDC."
Edward Mahama,PNC,35472,5.86,1996,Northern Region,Northern Region,Others,Ghana_Election_Result.csv,"In 1996, Edward Mahama of PNC received 35472 votes, representing 5.86%, in Northern Region region. The record category is Others."
J. A. Kuffour,NPP,58041,17.35,1996,Upper East Region,Upper East Region,NPP,Ghana_Election_Result.csv,"In 1996, J. A. Kuffour of NPP received 58041 votes, representing 17.35%, in Upper East Region region. The record category is NPP."
J. J. Rawlings,NDC,230791,68.99,1996,Upper East Region,Upper East Region,NDC,Ghana_Election_Result.csv,"In 1996, J. J. Rawlings of NDC received 230791 votes, representing 68.99%, in Upper East Region region. The record category is NDC."
Edward Mahama,PNC,45696,13.66,1996,Upper East Region,Upper East Region,Others,Ghana_Election_Result.csv,"In 1996, Edward Mahama of PNC received 45696 votes, representing 13.66%, in Upper East Region region. The record category is Others."
J. A. Kuffour,NPP,21871,11.19,1996,Upper West Region,Upper West Region,NPP,Ghana_Election_Result.csv,"In 1996, J. A. Kuffour of NPP received 21871 votes, representing 11.19%, in Upper West Region region. The record category is NPP."
J. J. Rawlings,NDC,145812,74.61,1996,Upper West Region,Upper West Region,NDC,Ghana_Election_Result.csv,"In 1996, J. J. Rawlings of NDC received 145812 votes, representing 74.61%, in Upper West Region region. The record category is NDC."
Edward Mahama,PNC,27754,14.2,1996,Upper West Region,Upper West Region,Others,Ghana_Election_Result.csv,"In 1996, Edward Mahama of PNC received 27754 votes, representing 14.2%, in Upper West Region region. The record category is Others."
J. A. Kuffour,NPP,34538,4.73,1996,Volta Region,Volta Region,NPP,Ghana_Election_Result.csv,"In 1996, J. A. Kuffour of NPP received 34538 votes, representing 4.73%, in Volta Region region. The record category is NPP."
J. J. Rawlings,NDC,690421,94.55,1996,Volta Region,Volta Region,NDC,Ghana_Election_Result.csv,"In 1996, J. J. Rawlings of NDC received 690421 votes, representing 94.55%, in Volta Region region. The record category is NDC."
Edward Mahama,PNC,5292,0.72,1996,Volta Region,Volta Region,Others,Ghana_Election_Result.csv,"In 1996, Edward Mahama of PNC received 5292 votes, representing 0.72%, in Volta Region region. The record category is Others."
J. A. Kuffour,NPP,289730,40.89,1996,Western Region,Western Region,NPP,Ghana_Election_Result.csv,"In 1996, J. A. Kuffour of NPP received 289730 votes, representing 40.89%, in Western Region region. The record category is NPP."
J. J. Rawlings,NDC,405992,57.3,1996,Western Region,Western Region,NDC,Ghana_Election_Result.csv,"In 1996, J. J. Rawlings of NDC received 405992 votes, representing 57.3%, in Western Region region. The record category is NDC."
Edward Mahama,PNC,12862,1.82,1996,Western Region,Western Region,Others,Ghana_Election_Result.csv,"In 1996, Edward Mahama of PNC received 12862 votes, representing 1.82%, in Western Region region. The record category is Others."
Albert Adu Boahen,NPP,431380,60.54,1992,Ashanti Region,Ashanti Region,NPP,Ghana_Election_Result.csv,"In 1992, Albert Adu Boahen of NPP received 431380 votes, representing 60.54%, in Ashanti Region region. The record category is NPP."
Jerry John Rawlings,NDC,234237,32.87,1992,Ashanti Region,Ashanti Region,NDC,Ghana_Election_Result.csv,"In 1992, Jerry John Rawlings of NDC received 234237 votes, representing 32.87%, in Ashanti Region region. The record category is NDC."
Others,Others,46967,6.59,1992,Ashanti Region,Ashanti Region,Others,Ghana_Election_Result.csv,"In 1992, Others of Others received 46967 votes, representing 6.59%, in Ashanti Region region. The record category is Others."
Albert Adu Boahen,NPP,116041,29.54,1992,Brong Ahafo Region,Brong Ahafo Region,NPP,Ghana_Election_Result.csv,"In 1992, Albert Adu Boahen of NPP received 116041 votes, representing 29.54%, in Brong Ahafo Region region. The record category is NPP."
Jerry John Rawlings,NDC,243361,61.95,1992,Brong Ahafo Region,Brong Ahafo Region,NDC,Ghana_Election_Result.csv,"In 1992, Jerry John Rawlings of NDC received 243361 votes, representing 61.95%, in Brong Ahafo Region region. The record category is NDC."
Others,Others,33462,8.53,1992,Brong Ahafo Region,Brong Ahafo Region,Others,Ghana_Election_Result.csv,"In 1992, Others of Others received 33462 votes, representing 8.53%, in Brong Ahafo Region region. The record category is Others."
Albert Adu Boahen,NPP,86683,25.95,1992,Central Region,Central Region,NPP,Ghana_Election_Result.csv,"In 1992, Albert Adu Boahen of NPP received 86683 votes, representing 25.95%, in Central Region region. The record category is NPP."
Jerry John Rawlings,NDC,222092,66.49,1992,Central Region,Central Region,NDC,Ghana_Election_Result.csv,"In 1992, Jerry John Rawlings of NDC received 222092 votes, representing 66.49%, in Central Region region. The record category is NDC."
Others,Others,25251,7.56,1992,Central Region,Central Region,Others,Ghana_Election_Result.csv,"In 1992, Others of Others received 25251 votes, representing 7.56%, in Central Region region. The record category is Others."
Albert Adu Boahen,NPP,194724,42.66,1992,Eastern Region,Eastern Region,NPP,Ghana_Election_Result.csv,"In 1992, Albert Adu Boahen of NPP received 194724 votes, representing 42.66%, in Eastern Region region. The record category is NPP."
Jerry John Rawlings,NDC,240076,52.6,1992,Eastern Region,Eastern Region,NDC,Ghana_Election_Result.csv,"In 1992, Jerry John Rawlings of NDC received 240076 votes, representing 52.6%, in Eastern Region region. The record category is NDC."
Others,Others,21639,4.75,1992,Eastern Region,Eastern Region,Others,Ghana_Election_Result.csv,"In 1992, Others of Others received 21639 votes, representing 4.75%, in Eastern Region region. The record category is Others."
Albert Adu Boahen,NPP,188000,37.05,1992,Greater Accra Region,Greater Accra Region,NPP,Ghana_Election_Result.csv,"In 1992, Albert Adu Boahen of NPP received 188000 votes, representing 37.05%, in Greater Accra Region region. The record category is NPP."
Jerry John Rawlings,NDC,270825,53.37,1992,Greater Accra Region,Greater Accra Region,NDC,Ghana_Election_Result.csv,"In 1992, Jerry John Rawlings of NDC received 270825 votes, representing 53.37%, in Greater Accra Region region. The record category is NDC."
Others,Others,48619,9.59,1992,Greater Accra Region,Greater Accra Region,Others,Ghana_Election_Result.csv,"In 1992, Others of Others received 48619 votes, representing 9.59%, in Greater Accra Region region. The record category is Others."
Albert Adu Boahen,NPP,52539,16.3,1992,Northern Region,Northern Region,NPP,Ghana_Election_Result.csv,"In 1992, Albert Adu Boahen of NPP received 52539 votes, representing 16.3%, in Northern Region region. The record category is NPP."
Jerry John Rawlings,NDC,203004,62.97,1992,Northern Region,Northern Region,NDC,Ghana_Election_Result.csv,"In 1992, Jerry John Rawlings of NDC received 203004 votes, representing 62.97%, in Northern Region region. The record category is NDC."
Others,Others,66849,20.74,1992,Northern Region,Northern Region,Others,Ghana_Election_Result.csv,"In 1992, Others of Others received 66849 votes, representing 20.74%, in Northern Region region. The record category is Others."
Albert Adu Boahen,NPP,21164,10.48,1992,Upper East Region,Upper East Region,NPP,Ghana_Election_Result.csv,"In 1992, Albert Adu Boahen of NPP received 21164 votes, representing 10.48%, in Upper East Region region. The record category is NPP."
Jerry John Rawlings,NDC,108999,53.97,1992,Upper East Region,Upper East Region,NDC,Ghana_Election_Result.csv,"In 1992, Jerry John Rawlings of NDC received 108999 votes, representing 53.97%, in Upper East Region region. The record category is NDC."
Others,Others,71783,35.55,1992,Upper East Region,Upper East Region,Others,Ghana_Election_Result.csv,"In 1992, Others of Others received 71783 votes, representing 35.55%, in Upper East Region region. The record category is Others."
Albert Adu Boahen,NPP,11535,8.9,1992,Upper West Region,Upper West Region,NPP,Ghana_Election_Result.csv,"In 1992, Albert Adu Boahen of NPP received 11535 votes, representing 8.9%, in Upper West Region region. The record category is NPP."
Jerry John Rawlings,NDC,66049,50.96,1992,Upper West Region,Upper West Region,NDC,Ghana_Election_Result.csv,"In 1992, Jerry John Rawlings of NDC received 66049 votes, representing 50.96%, in Upper West Region region. The record category is NDC."
Others,Others,52016,40.13,1992,Upper West Region,Upper West Region,Others,Ghana_Election_Result.csv,"In 1992, Others of Others received 52016 votes, representing 40.13%, in Upper West Region region. The record category is Others."
Albert Adu Boahen,NPP,17295,3.61,1992,Volta Region,Volta Region,NPP,Ghana_Election_Result.csv,"In 1992, Albert Adu Boahen of NPP received 17295 votes, representing 3.61%, in Volta Region region. The record category is NPP."
Jerry John Rawlings,NDC,446365,93.24,1992,Volta Region,Volta Region,NDC,Ghana_Election_Result.csv,"In 1992, Jerry John Rawlings of NDC received 446365 votes, representing 93.24%, in Volta Region region. The record category is NDC."
Others,Others,15070,3.15,1992,Volta Region,Volta Region,Others,Ghana_Election_Result.csv,"In 1992, Others of Others received 15070 votes, representing 3.15%, in Volta Region region. The record category is Others."
Albert Adu Boahen,NPP,89800,22.78,1992,Western Region,Western Region,NPP,Ghana_Election_Result.csv,"In 1992, Albert Adu Boahen of NPP received 89800 votes, representing 22.78%, in Western Region region. The record category is NPP."
Jerry John Rawlings,NDC,239477,60.74,1992,Western Region,Western Region,NDC,Ghana_Election_Result.csv,"In 1992, Jerry John Rawlings of NDC received 239477 votes, representing 60.74%, in Western Region region. The record category is NDC."
Others,Others,65009,16.49,1992,Western Region,Western Region,Others,Ghana_Election_Result.csv,"In 1992, Others of Others received 65009 votes, representing 16.49%, in Western Region region. The record category is Others."
